year,leaid,district,state_name,stabbr,ppcstot,predcost,fundinggap,outcomegap,enroll,pov,iep,ell,amind,asian,black,hisp,multi,pac,white
2015,400840,"ARLINGTON ELEMENTARY DISTRICT (4274)",Arizona,AZ,10854.00,13817.00,-2963.00,-0.38326059,253,0.23595510,0.05928850,0.14229250,0.01976280,0.00395260,0.00395260,0.71146240,0.02371540,0.00395260,0.23320160
2016,400840,"ARLINGTON ELEMENTARY DISTRICT (4274)",Arizona,AZ,11630.00,12652.00,-1022.00,-0.51373868,230,0.24344570,0.03043480,0.11739130,0.01739130,0.00000000,0.00434780,0.72173910,0.00869570,0.00000000,0.24782610
2017,400840,"ARLINGTON ELEMENTARY DISTRICT (4274)",Arizona,AZ,10320.00,15459.00,-5139.00,-0.24563784,259,0.22180450,0.09652510,0.14671810,0.00000000,0.00000000,0.00000000,0.67181470,0.01158300,0.00000000,0.31660230
2018,400840,"ARLINGTON ELEMENTARY DISTRICT (4274)",Arizona,AZ,10866.00,16689.00,-5823.00,-0.31188665,262,0.24907060,0.08015270,0.18702290,0.00000000,0.00000000,0.00000000,0.69083970,0.00381680,0.00000000,0.30534350
2019,400840,"ARLINGTON ELEMENTARY DISTRICT (4274)",Arizona,AZ,10673.00,19618.00,-8945.00,-0.45063992,248,0.22962960,0.12096770,0.20564520,0.00000000,0.00000000,0.01209680,0.72580650,0.00806450,0.00000000,0.25403230
2020,400840,"ARLINGTON ELEMENTARY DISTRICT (4274)",Arizona,AZ,10800.00,21052.00,-10252.00,NULL,260,0.26739930,0.11538460,0.20000000,0.00384620,0.00000000,0.00769230,0.66923080,0.00769230,0.00000000,0.31153850
2021,400840,"ARLINGTON ELEMENTARY DISTRICT (4274)",Arizona,AZ,11139.00,18719.00,-7580.00,NULL,266,0.20765030,0.11654140,0.18796990,0.00000000,0.00000000,0.00751880,0.66541360,0.00751880,0.00000000,0.31954890
2009,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,11668.00,16583.00,-4915.00,-0.86045461,304,0.31818180,0.18421050,0.10197370,0.00662250,0.00331130,0.01324500,0.42052980,NULL,NULL,0.55629140
2010,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,10800.00,13974.00,-3174.00,-0.71964169,315,0.29136690,0.17777780,0.02857140,0.00000000,0.00000000,0.01602560,0.39423080,NULL,NULL,0.58974360
2011,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,10800.00,18929.00,-8129.00,-0.51510754,285,0.28676470,0.20701750,0.02807020,0.01393730,0.00000000,0.01393730,0.44947730,0.00000000,0.00000000,0.52264810
2012,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,13650.00,24641.00,-10991.00,-0.36315061,260,0.34944240,0.25000000,0.01153850,0.00389110,0.00000000,0.00389110,0.43579770,0.00389110,0.00000000,0.55252920
2013,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,12719.00,22791.00,-10072.00,0.26140097,235,0.30740740,0.22978720,0.03829790,0.00865800,0.00000000,0.00432900,0.46320350,0.00000000,0.00000000,0.52380960
2014,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,11785.00,24483.00,-12698.00,0.18183234,246,0.29850750,0.23983740,0.04908470,0.01219510,0.00000000,0.00813010,0.48373980,0.00000000,0.00000000,0.49593500
2015,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,13357.00,24878.00,-11521.00,0.23160453,238,0.26691730,0.23109240,0.09243700,0.00847460,0.00000000,0.00847460,0.46610170,0.00423730,0.00000000,0.51271190
2016,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,11461.00,22187.00,-10726.00,0.10436215,232,0.27099240,0.20258620,0.06034480,0.01304350,0.00000000,0.00869570,0.46086960,0.00434780,0.00000000,0.51304350
2017,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,10757.00,19561.00,-8804.00,-0.29224606,239,0.26335880,0.17991630,0.03765690,0.00836820,0.00000000,0.00418410,0.48535560,0.00000000,0.00000000,0.50209210
2018,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,13464.00,17603.00,-4139.00,0.35311459,222,0.21374050,0.19819820,0.03153150,0.00900900,0.00450450,0.00900900,0.46396400,0.00900900,0.00000000,0.50450450
2019,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,11824.00,14806.00,-2982.00,0.52033855,267,0.14285710,0.15730340,0.05617980,0.00374530,0.00000000,0.01123600,0.46067420,0.01123600,0.00000000,0.51310860
2020,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,11985.00,19768.00,-7783.00,NULL,261,0.24230770,0.17241380,0.05747130,0.00383140,0.00383140,0.01149430,0.47126440,0.01915710,0.00000000,0.49042140
2021,400910,"ASH FORK JOINT UNIFIED DISTRICT (4471)",Arizona,AZ,11888.00,23169.00,-11281.00,NULL,267,0.32270920,0.16479400,0.04494380,0.00374530,0.00000000,0.00749060,0.49063670,0.01123600,0.00000000,0.48689140
2009,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,7225.00,8008.00,-783.00,-0.49414840,6426,0.18102900,0.09632740,0.18736380,0.00999380,0.01967520,0.09134920,0.60243600,NULL,NULL,0.27654590
2010,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,7263.00,8294.00,-1031.00,-0.42060912,6247,0.21417820,0.10677130,0.13446450,0.00849630,0.02356520,0.09313880,0.59971140,NULL,NULL,0.27508820
2011,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,6987.00,8842.00,-1855.00,-0.38722725,6049,0.23983070,0.11059680,0.09753680,0.01009600,0.02565380,0.09831180,0.59318110,0.00182060,0.00016550,0.27077130
2012,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,6841.00,9905.00,-3064.00,-0.34079668,5719,0.24818010,0.11662880,0.12414760,0.01209890,0.02489920,0.10818870,0.60792570,0.00227950,0.00245480,0.24215330
2013,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,6056.00,9924.00,-3868.00,-0.33891180,5625,0.25591020,0.11377780,0.09582220,0.01227100,0.02436420,0.11115060,0.61301800,0.00337900,0.00284550,0.23297170
2014,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,6349.00,10535.00,-4186.00,-0.31023620,5673,0.25221650,0.11211000,0.11545920,0.01162790,0.02378440,0.11275550,0.61804090,0.00422830,0.00369980,0.22586330
2015,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,6566.00,11009.00,-4443.00,-0.32389180,5721,0.25039350,0.11204340,0.12323020,0.00945710,0.02662000,0.12206650,0.61243430,0.00420320,0.00437830,0.22084060
2016,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,7346.00,10458.00,-3112.00,-0.24982405,5600,0.22367900,0.12071430,0.10375000,0.01142250,0.02570050,0.11922180,0.61752640,0.00713900,0.00499730,0.21399250
2017,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,7392.00,9915.00,-2523.00,-0.08726808,5584,0.19869960,0.12106020,0.10189830,0.00680640,0.02274760,0.11588750,0.62744050,0.01003040,0.00429880,0.21278880
2018,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,8361.00,10423.00,-2062.00,NULL,5492,0.19650210,0.13109980,0.12181360,0.00748180,0.02189780,0.12043800,0.63576640,0.01167880,0.00547450,0.19726280
2019,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,8431.00,10458.00,-2027.00,-0.07876234,5717,0.18380940,0.13853420,0.10704920,0.00860250,0.02018960,0.11762640,0.64413630,0.01141150,0.00421350,0.19382020
2020,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,8279.00,10615.00,-2336.00,NULL,5790,0.17991630,0.14386870,0.10466320,0.00710330,0.01732500,0.11451840,0.65332640,0.01957730,0.00450450,0.18364520
2021,400960,"AVONDALE ELEMENTARY DISTRICT (4272)",Arizona,AZ,8786.00,10549.00,-1763.00,NULL,5634,0.15833430,0.15228970,0.09123180,0.00869720,0.01615190,0.12158320,0.65424210,0.01544200,0.00479230,0.17909120
2009,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,12893.00,21870.00,-8977.00,-1.14431560,941,0.57341190,0.18065890,0.00425080,0.98823530,0.00641710,0.00213900,0.00213900,NULL,NULL,0.00106950
2010,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,11029.00,13199.00,-2170.00,-1.22396090,886,0.37057060,0.15237020,0.00225730,0.99082570,0.00573390,0.00114680,0.00114680,NULL,NULL,0.00114680
2011,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,8347.00,16664.00,-8317.00,-1.16707690,996,0.47133370,0.13453820,0.00702810,0.99390240,0.00203250,0.00101630,0.00203250,0.00000000,0.00000000,0.00101630
2012,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,7852.00,15998.00,-8146.00,-1.11262610,984,0.43194190,0.14227640,0.01117890,0.93801650,0.03409090,0.00309920,0.01652890,0.00619830,0.00000000,0.00206610
2013,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,7149.00,14974.00,-7825.00,-1.02431570,1036,0.38587950,0.13320460,0.01930500,0.94066150,0.03501950,0.00291830,0.01167320,0.00680930,0.00097280,0.00194550
2014,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,15096.00,16337.00,-1241.00,-0.86872553,1026,0.40207440,0.15204680,0.00779730,0.96527780,0.00297620,0.00099210,0.01488100,0.01190480,0.00297620,0.00099210
2015,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,16089.00,18596.00,-2507.00,-1.02236220,1009,0.45610800,0.14866200,0.00594650,0.95143710,0.00099110,0.00000000,0.02576810,0.01486620,0.00594650,0.00099110
2016,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,16195.00,19369.00,-3174.00,-0.83979028,1010,0.44938270,0.15940590,0.00297030,0.95346530,0.00099010,0.00000000,0.02871290,0.01287130,0.00396040,0.00000000
2017,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,16358.00,24000.00,-7642.00,-1.16217260,948,0.43193070,0.17827000,0.00316460,0.96730240,0.00272480,0.00272480,0.01362400,0.00817440,0.00544960,0.00000000
2018,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,16371.00,21413.00,-5042.00,-0.79454149,966,0.46510190,0.18944100,0.00828160,0.95548650,0.00103520,0.00000000,0.02795030,0.01138720,0.00310560,0.00103520
2019,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,15380.00,18682.00,-3302.00,-1.01538540,1076,0.39506170,0.18401490,0.00371750,0.94981410,0.00000000,0.00000000,0.03345720,0.01394050,0.00278810,0.00000000
2020,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,17680.00,19769.00,-2089.00,NULL,1027,0.40258140,0.18403120,0.00486850,0.93865630,0.00000000,0.00000000,0.04284320,0.01655310,0.00194740,0.00000000
2021,403950,"BABOQUIVARI UNIFIED SCHOOL DISTRICT #40 (4412)",Arizona,AZ,18575.00,14445.00,4130.00,NULL,961,0.30822390,0.13527580,0.00312170,0.89698230,0.00000000,0.00000000,0.08324660,0.01560870,0.00312170,0.00104060
2009,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,9534.00,6602.00,2932.00,-0.28580597,466,0.04525860,0.11802570,0.04935620,0.02575110,0.00000000,0.01287550,0.30901290,NULL,NULL,0.65236050
2010,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,9022.00,9504.00,-482.00,-0.41378470,402,0.16910230,0.15671640,0.00995020,0.02238810,0.00000000,0.00746270,0.27860700,NULL,NULL,0.69154230
2011,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,7061.00,9389.00,-2328.00,-0.47750542,425,0.15042370,0.14823530,0.00705880,0.01647060,0.00000000,0.00941180,0.30117650,0.00235290,0.00000000,0.67058830
2012,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,8167.00,8004.00,163.00,-0.39592831,420,0.13490360,0.10476190,0.00714290,0.01428570,0.00238100,0.00476190,0.21904760,0.00238100,0.00000000,0.75714280
2013,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,6557.00,8694.00,-2137.00,-0.22538120,442,0.10660980,0.14253390,0.00904980,0.01360540,0.00453510,0.00453510,0.21995470,0.00680270,0.00000000,0.75056690
2014,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,10306.00,9013.00,1293.00,-0.10979968,444,0.10278370,0.14189190,0.00900900,0.02934540,0.00225730,0.01128670,0.23927760,0.00451470,0.00225730,0.71106090
2015,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,10793.00,9573.00,1220.00,-0.39524760,468,0.12017170,0.14743590,0.00641030,0.04059830,0.00213680,0.00641030,0.24358970,0.00427350,0.00854700,0.69444440
2016,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,11373.00,10526.00,847.00,-0.10996158,445,0.11308200,0.17752810,0.00674160,0.03146070,0.00449440,0.01348310,0.23146070,0.00674160,0.00449440,0.70786520
2017,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,12566.00,10634.00,1932.00,-0.23443738,399,0.11258280,0.17794490,0.00751880,0.03258150,0.00501250,0.01754390,0.24561400,0.01002510,0.00751880,0.68170430
2018,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,12054.00,11062.00,992.00,-0.32743059,411,0.10421290,0.19951340,0.01216550,0.03649630,0.00973240,0.01459850,0.31630170,0.00973240,0.00729930,0.60583940
2019,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,11746.00,12182.00,-436.00,-0.30791591,465,0.09777780,0.22365590,0.01290320,0.03870970,0.00430110,0.01505380,0.31182800,0.00645160,0.00000000,0.62365590
2020,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,12695.00,10663.00,2032.00,NULL,491,0.06637170,0.19755600,0.01222000,0.04684320,0.00407330,0.01018330,0.29735230,0.01425660,0.00407330,0.62321790
2021,401000,"BAGDAD UNIFIED DISTRICT (4468)",Arizona,AZ,14748.00,10823.00,3925.00,NULL,433,0.06374500,0.19399540,0.00692840,0.03002310,0.00923790,0.00000000,0.32563510,0.02540420,0.00000000,0.60969980
2009,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,8673.00,19083.00,-10410.00,-0.75154077,3058,0.30083190,0.10889470,0.44767820,0.05328950,0.01151320,0.15361840,0.71743420,NULL,NULL,0.06414470
2010,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,8079.00,25118.00,-17039.00,-0.62765776,2848,0.46553640,0.10533710,0.38623600,0.04871160,0.01058950,0.15354750,0.71408400,NULL,NULL,0.07306740
2011,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,7606.00,25427.00,-17821.00,-0.56287033,2752,0.51496670,0.10029070,0.31213660,0.04614830,0.01017440,0.14970930,0.70748540,0.01126450,0.00290700,0.07231100
2012,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,7177.00,26361.00,-19184.00,-0.47315475,2753,0.54804270,0.09553210,0.28732290,0.04907310,0.01781170,0.15594330,0.68847690,0.00763360,0.00109050,0.07997090
2013,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,6670.00,26620.00,-19950.00,-0.42718063,2681,0.59533490,0.10369270,0.21148820,0.05447760,0.01156720,0.13656720,0.70373140,0.01417910,0.00186570,0.07761190
2014,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,7690.00,23952.00,-16262.00,-0.52815391,2719,0.50967220,0.10849580,0.23096730,0.05154640,0.01067750,0.14027980,0.70618560,0.01620030,0.00184090,0.07326950
2015,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,8166.00,23778.00,-15612.00,-0.58226654,2579,0.49413960,0.11632420,0.21558740,0.04536640,0.01318340,0.15160920,0.70376120,0.01706090,0.00387750,0.06514150
2016,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,8477.00,18773.00,-10296.00,-0.57133662,2496,0.41054310,0.11177880,0.18790060,0.04647440,0.00560900,0.14583330,0.72395830,0.01682690,0.00480770,0.05649040
2017,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,9014.00,16943.00,-7929.00,-0.69158994,2474,0.32796410,0.12045270,0.21827000,0.04945280,0.00648560,0.13741390,0.71828130,0.02472640,0.00526960,0.05837050
2018,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,9756.00,18193.00,-8437.00,-0.70305150,2304,0.30504050,0.12977430,0.26605900,0.05306660,0.01130930,0.15919970,0.69812960,0.01696390,0.00652460,0.05480640
2019,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,9524.00,18647.00,-9123.00,-0.57304906,2341,0.30273080,0.14139260,0.23152500,0.05641030,0.00940170,0.18162390,0.65555550,0.02051280,0.00555560,0.07094020
2020,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,10121.00,20183.00,-10062.00,NULL,2289,0.30561280,0.15203150,0.23722150,0.05599300,0.00481190,0.19772530,0.63342080,0.03018370,0.00481190,0.07305340
2021,401050,"BALSZ ELEMENTARY DISTRICT (4268)",Arizona,AZ,10034.00,19395.00,-9361.00,NULL,2198,0.29841270,0.14740670,0.20700640,0.06733390,0.00591450,0.20837130,0.63421290,0.02547770,0.00636940,0.05232030
2009,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,6947.00,8336.00,-1389.00,-0.54143235,469,0.16577540,0.10874200,0.11300640,0.03856750,0.00826450,0.01101930,0.35812670,NULL,NULL,0.58402200
2010,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,7253.00,8339.00,-1086.00,-0.47161368,466,0.18974360,0.10085840,0.08369100,0.04494380,0.00842700,0.00561800,0.37359550,NULL,NULL,0.56741570
2011,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,7614.00,10616.00,-3002.00,-0.36917125,461,0.20833330,0.13232100,0.10845990,0.04722220,0.00000000,0.01111110,0.36944440,0.02500000,0.00277780,0.54444440
2012,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,7075.00,10454.00,-3379.00,-0.39077167,456,0.21842110,0.13596490,0.06798250,0.05475500,0.00000000,0.02017290,0.32276660,0.02305480,0.00000000,0.57925070
2013,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,6764.00,11025.00,-4261.00,-0.39103604,457,0.20052420,0.16192560,0.05908100,0.06267810,0.00000000,0.01424500,0.30769230,0.03133900,0.00000000,0.58404560
2014,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,7805.00,11415.00,-3610.00,-0.43440150,426,0.19736840,0.17136150,0.04694840,0.04000000,0.00000000,0.02153850,0.37538460,0.02153850,0.00307690,0.53846160
2015,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,8371.00,10964.00,-2593.00,-0.69443114,428,0.18313570,0.17289720,0.02803740,0.05345910,0.00000000,0.02201260,0.38364780,0.02515720,0.00314470,0.51257860
2016,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,8612.00,11206.00,-2594.00,-0.66372072,412,0.18392370,0.16504850,0.04368930,0.04620460,0.00000000,0.00990100,0.41584160,0.02640260,0.00330030,0.49834980
2017,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,8385.00,9247.00,-862.00,-0.66192437,416,0.11533240,0.16105770,0.03125000,0.03584230,0.00000000,0.00000000,0.38709680,0.03584230,0.00358420,0.53763440
2018,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,11610.00,12321.00,-711.00,-0.54158732,305,0.12534060,0.24590160,0.05245900,0.03278690,0.00000000,0.00000000,0.34426230,0.03278690,0.00327870,0.58688530
2019,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,11963.00,12873.00,-910.00,-0.44162586,328,0.12841530,0.24390240,0.05182930,0.02786380,0.00000000,0.00309600,0.33436530,0.02786380,0.00928790,0.59752320
2020,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,12450.00,13770.00,-1320.00,NULL,338,0.13722830,0.25443790,0.05325440,0.01801800,0.00000000,0.00300300,0.31531530,0.03903900,0.00900900,0.61561560
2021,401080,"BEAVER CREEK ELEMENTARY DISTRICT (4481)",Arizona,AZ,14300.00,18946.00,-4646.00,NULL,307,0.20649350,0.29967430,0.05211730,0.01628660,0.00000000,0.00325730,0.32247560,0.04885990,0.00325730,0.60586320
2009,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,8430.00,10142.00,-1712.00,-0.22662236,1075,0.24046140,0.14139530,0.02790700,0.01875000,0.01875000,0.01428570,0.21517860,NULL,NULL,0.73303570
2010,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,8519.00,8624.00,-105.00,-0.11829482,1085,0.18714400,0.12626730,0.01566820,0.01856760,0.02033600,0.02298850,0.22988510,NULL,NULL,0.70822280
2011,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,7991.00,9676.00,-1685.00,-0.09367748,1146,0.19378580,0.13787080,0.01919720,0.02259410,0.01004180,0.01757320,0.24267780,0.00502090,0.00418410,0.69790790
2012,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,7635.00,10494.00,-2859.00,-0.05358103,1155,0.21482730,0.14112550,0.01991340,0.01591290,0.01256280,0.02010050,0.24120600,0.00418760,0.00418760,0.70184250
2013,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,7175.00,10961.00,-3786.00,0.18626197,1117,0.23044220,0.13428830,0.01163830,0.01391300,0.00869570,0.02347830,0.24434780,0.00260870,0.00521740,0.70173910
2014,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,7942.00,12387.00,-4445.00,0.20901972,1120,0.26462880,0.13839290,0.01160710,0.01304350,0.00695650,0.02260870,0.24608700,0.00608700,0.00260870,0.70260870
2015,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,7487.00,10245.00,-2758.00,0.13222046,1239,0.19661920,0.13317190,0.01210650,0.00931680,0.00854040,0.02018630,0.26397510,0.01086960,0.00621120,0.68090060
2016,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,7622.00,15535.00,-7913.00,0.08165919,1263,0.35195030,0.14726840,0.00950120,0.00763360,0.00839690,0.02213740,0.25648860,0.01984730,0.00763360,0.67786260
2017,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,8127.00,12788.00,-4661.00,-0.00043800,1238,0.26102610,0.14943460,0.01130860,0.00625980,0.00782470,0.01799690,0.25978090,0.01799690,0.00704230,0.68309860
2018,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,8674.00,14483.00,-5809.00,0.12971209,1193,0.27475470,0.18105620,0.01508800,0.00419110,0.00670580,0.01760270,0.26320200,0.01760270,0.00838220,0.68231350
2019,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,8618.00,13680.00,-5062.00,0.07403576,1288,0.27882040,0.15450310,0.01242240,0.00776400,0.00854040,0.01708070,0.27562110,0.02251550,0.00698760,0.66149070
2020,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,8769.00,12583.00,-3814.00,NULL,1336,0.22401430,0.16467070,0.01197600,0.00673650,0.00898200,0.01497010,0.28068860,0.02395210,0.00673650,0.65793410
2021,400212,"BENSON UNIFIED SCHOOL DISTRICT (79226)",Arizona,AZ,10134.00,13333.00,-3199.00,NULL,1214,0.21903960,0.17380560,0.00741350,0.00906100,0.00741350,0.01647450,0.28500830,0.02883030,0.00988470,0.64332780
2009,401160,"BICENTENNIAL UNION HIGH SCHOOL DISTRICT (4515)",Arizona,AZ,16189.00,37309.00,-21120.00,NULL,132,0.37552740,0.20454550,0.12878790,0.00719420,0.00719420,0.02877700,0.52517990,NULL,NULL,0.43165470
2010,401160,"BICENTENNIAL UNION HIGH SCHOOL DISTRICT (4515)",Arizona,AZ,14792.00,30053.00,-15261.00,NULL,125,0.34049080,0.20800000,0.02400000,0.00787400,0.00787400,0.05511810,0.46456690,NULL,NULL,0.46456690
2011,401160,"BICENTENNIAL UNION HIGH SCHOOL DISTRICT (4515)",Arizona,AZ,14355.00,41908.00,-27553.00,NULL,124,0.46646340,0.21774190,0.02419350,0.00000000,0.00000000,0.01574800,0.44881890,0.03149610,0.00000000,0.50393700
2012,401160,"BICENTENNIAL UNION HIGH SCHOOL DISTRICT (4515)",Arizona,AZ,12559.00,34728.00,-22169.00,NULL,136,0.41945290,0.19852940,0.00000000,0.00000000,0.00000000,0.01428570,0.48571430,0.05000000,0.00000000,0.45000000
